,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH
74480,544201,5442,3,1,2,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,90.9,27,106.8,68,71.7,3,86
74493,545902,5459,3,2,3,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,100.5,50,106.8,68,90.5,27,85
74526,548001,5480,2,2,3,1984,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,76.5,5,80.5,9,79.4,8,173
74527,548002,5480,2,1,6,1986,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,80.9,10,73.7,4,96.1,39,145
74862,583501,5835,1,2,3,1990,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,114.5,82,106.8,68,118.1,88,98
74927,588903,5889,2,2,11,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,89.8,25,94.0,34,87.7,21,-7
74928,588904,5889,2,2,8,1989,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,82.8,13,92.9,32,75.0,5,-7
74934,589702,5897,2,2,6,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,98.7,47,107.6,70,87.7,21,-7
74945,591101,5911,2,2,8,1984,-3,1998,-3,-3,42,82,12,53,94,35,98.7,47,94.0,34,104.5,61,166
74951,591602,5916,2,1,9,1989,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,79.4,8,102.7,58,57.7,0,108
74952,591603,5916,2,1,6,1992,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,87.8,21,107.6,70,63.7,1,75
74957,592301,5923,2,2,10,1984,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,85.4,16,80.5,9,96.1,39,165
74958,592302,5923,2,1,7,1990,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,81.4,10,84.8,16,81.1,10,95
74963,592701,5927,2,1,2,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,84.0,14,99.4,47,71.0,3,139
75217,617703,6177,2,2,7,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,71.9,3,84.8,16,62.2,1,85
75739,660203,6602,2,1,8,1986,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,76.5,5,94.0,34,62.7,1,143
75803,664502,6645,2,1,4,1991,-3,1998,-3,-3,-3,-3,-3,35,115,84,67.1,1,70.1,2,71.7,3,86
76200,708503,7085,2,1,12,1986,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,76.5,5,80.5,9,79.4,8,138
76306,718002,7180,2,2,3,1984,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,69.8,2,69.6,2,79.4,8,173
76394,725902,7259,2,1,6,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,54.3,0,87.2,19,29.3,0,130
76434,730203,7302,2,2,7,1984,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,103.1,58,100.8,53,104.5,61,169
76966,783302,7833,1,1,4,1988,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,116.4,86,114.4,82,112.8,81,120
77065,792802,7928,2,2,10,1988,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,82.6,13,95.7,39,71.6,3,116
77066,792803,7928,2,2,6,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,81.4,10,99.5,47,62.2,1,85
77226,805906,8059,1,1,4,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,89.8,25,87.2,19,96.1,39,158
77262,810303,8103,1,2,12,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,102.2,55,94.0,34,112.0,79,151
78146,894402,8944,1,1,10,1990,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,62.4,1,62.8,1,71.7,3,92
78381,918302,9183,2,2,8,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,74.7,5,87.2,19,66.9,1,156
78495,930801,9308,2,1,12,1984,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,116.4,86,121.2,92,104.5,61,162
78512,931903,9319,2,1,8,1989,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,84.0,14,88.8,23,83.8,14,108
78615,944602,9446,2,2,2,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,102.2,55,114.4,82,85.2,16,161
78709,953002,9530,1,1,1,1990,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,119.0,90,113.8,82,118.1,88,104
78712,953203,9532,1,1,8,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,114.3,82,105.3,63,118.8,90,85
78737,956801,9568,2,1,1,1989,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,102.6,58,102.7,58,101.3,53,115
78738,956802,9568,2,1,7,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,100.5,50,99.5,47,99.9,50,87
79012,989101,9891,1,1,1,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,107.6,70,100.8,53,112.8,81,162
79013,989102,9891,1,2,11,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,112.0,79,114.4,82,104.5,61,129
79032,991602,9916,1,2,5,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,102.2,55,107.6,70,94.4,34,134
79033,991603,9916,1,2,7,1988,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,102.2,55,107.6,70,94.4,34,120
80174,1180002,11800,3,2,6,1990,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,96.4,39,86.0,18,109.5,73,97
80244,1186201,11862,3,1,3,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,63.2,1,73.7,4,62.7,1,137
80245,1186202,11862,3,2,12,1991,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,83.0,13,87.6,21,82.7,13,81
80400,1202902,12029,3,2,9,1986,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,98.7,47,80.5,9,121.2,92,141
80423,1205702,12057,3,1,12,1986,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,107.6,70,107.6,70,104.5,61,136
80459,1210401,12104,3,1,5,1985,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,112.0,79,114.4,82,104.5,61,156
80507,1215002,12150,2,1,2,1986,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,80.9,10,94.0,34,71.0,3,147
80508,1215003,12150,2,1,12,1987,-3,1998,-3,-3,-3,-3,-3,-3,-3,-3,80.9,10,87.2,19,79.4,8,125
81011,18302,183,3,1,12,1987,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,102.2,55,99.3,47,104.4,61,151
81333,54802,548,3,1,4,1986,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,84.8,16,72.2,3,104.4,61,173
81690,94201,942,3,1,6,1988,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,93.5,34,106.1,66,79.5,8,149
81935,119902,1199,3,1,7,1988,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,89.2,23,85.7,18,96.1,39,144
81995,123601,1236,3,1,12,1992,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,109.4,73,105.9,66,109.5,75,94
82201,143501,1435,2,2,3,1986,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,54.4,0,45.0,0,79.5,8,175
82202,143502,1435,2,1,4,1988,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,71.8,3,58.6,0,96.1,39,150
82203,143503,1435,2,1,12,1989,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,63.1,1,58.6,0,79.5,8,130
82326,155301,1553,3,2,3,1988,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,119.6,91,119.6,91,112.7,81,147
82582,182903,1829,2,1,11,1990,-3,2000,-3,-3,32,90,26,30,86,17,96.8,42,108.9,73,82.7,13,116
84091,345701,3457,3,1,5,1989,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,97.9,45,92.5,32,104.4,61,137
84647,399602,3996,2,2,11,1989,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,84.8,16,92.5,32,79.5,8,130
85520,493003,4930,3,1,3,1990,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,110.9,77,112.9,81,104.4,61,124
85940,533803,5338,3,1,7,1987,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,80.5,9,85.7,18,79.5,8,158
86035,545201,5452,3,2,5,1990,-3,2000,-3,-3,49,110,75,52,112,78,119.6,91,112.2,79,121.0,92,121
86044,545902,5459,3,2,3,1991,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,92.1,30,108.9,73,73.7,4,110
86586,599803,5998,2,2,7,1992,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,97.9,45,107.4,68,83.4,13,98
87363,665402,6654,1,2,1,1986,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,93.5,34,99.3,47,87.8,21,175
88402,770801,7708,2,1,1,1988,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,67.4,1,78.9,8,62.9,1,153
88790,807801,8078,2,1,12,1991,-3,2000,-3,-3,19,75,5,22,79,8,115.7,86,114.2,82,112.2,79,102
89553,879403,8794,2,1,10,1989,-3,2000,-3,-3,-3,-3,-3,43,95,36,97.9,45,99.3,47,96.1,39,130
91064,1037401,10374,2,1,5,1993,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,80.4,9,69.8,2,100.2,50,84
91891,1196701,11967,3,1,2,1989,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,84.8,16,106.1,66,62.9,1,136
91951,1202902,12029,3,2,9,1986,-3,2000,-3,-3,-3,-3,-3,-3,-3,-3,97.9,45,85.7,18,112.7,81,167
94296,200401,2004,3,1,1,1996,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,115.4,84,115.9,86,110.0,75,78
94969,270602,2706,1,1,1,1993,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,80.8,10,75.4,5,93.4,32,115
94994,273901,2739,3,1,6,1992,-3,2002,-3,-3,42,100,50,40,97,41,104.8,63,94.7,37,114.8,84,121
95132,290202,2902,3,1,2,1995,-3,2002,-3,-3,46,126,96,40,117,87,112.4,79,108.8,73,112.4,79,89
95266,305403,3054,3,2,9,1991,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,95.9,39,115.2,84,72.3,3,132
95398,322504,3225,3,1,9,1990,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,64.6,1,74.1,4,63.8,1,141
95537,337105,3371,2,1,10,1996,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,78.9,8,77.5,6,88.1,21,70
95736,354408,3544,2,1,2,1990,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,73.5,4,87.8,21,63.8,1,149
96189,399102,3991,3,1,12,1988,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,51.2,0,53.6,0,63.8,1,163
96607,443902,4439,3,1,6,1994,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,100.0,50,104.4,61,94.1,34,99
96691,452601,4526,3,1,2,1997,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,90.3,25,103.9,61,77.9,7,64
96834,468901,4689,3,2,5,1991,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,118.2,88,108.3,70,123.3,94,133
97204,505902,5059,2,1,2,1992,-3,2002,-3,-3,43,99,48,74,135,99,73.5,4,81.0,10,72.3,3,125
97582,544201,5442,3,1,2,1991,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,95.9,39,108.3,70,80.8,10,136
97595,545902,5459,3,2,3,1991,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,86.9,19,115.2,84,55.3,0,135
98185,604302,6043,2,2,8,1996,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,84.9,16,103.9,61,67.7,2,70
98288,615401,6154,2,2,12,1988,-3,2002,-3,-3,50,93,32,44,85,16,95.9,39,94.7,37,97.8,45,161
99013,675204,6752,2,2,9,1995,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,42.3,0,36.2,0,59.2,0,81
100193,795203,7952,1,1,6,1996,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,97.9,45,108.6,73,84.6,16,73
100911,861202,8612,2,2,2,1989,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,113.7,82,108.3,70,114.8,84,160
101645,936001,9360,1,1,6,1997,-3,2002,-3,-3,49,135,99,26,135,99,107.1,68,103.9,61,108.4,70,61
102202,997203,9972,1,2,8,1995,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,45.4,0,49.5,0,50.8,0,82
102557,1031202,10312,1,1,8,1991,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,86.9,19,94.7,37,80.8,10,130
102615,1037401,10374,2,1,5,1993,-3,2002,-3,-3,27,88,22,-3,-3,-3,90.6,27,90.1,25,93.4,32,108
103397,1191502,11915,3,1,7,1992,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,109.3,73,108.3,70,106.3,66,120
103560,1209901,12099,3,2,7,1997,-3,2002,-3,-3,-3,-3,-3,-3,-3,-3,117.3,87,112.5,81,116.7,87,59
104072,14303,143,3,2,10,1990,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,94.8,37,85.0,16,106.9,68,168
104073,14304,143,3,1,10,1990,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,103.9,61,99.3,47,106.9,68,168
104157,23602,236,3,1,12,1990,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,90.2,25,85.0,16,98.7,47,164
104158,23603,236,3,1,4,1995,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,93.4,32,102.6,58,82.3,12,112
104295,38802,388,2,1,5,1990,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,53.8,0,56.3,0,65.9,1,169
104680,82801,828,3,2,4,1990,-3,2004,-3,-3,71,115,84,65,104,61,103.9,61,99.3,47,106.9,68,171
104813,97402,974,3,1,8,1991,-3,2004,-3,-3,57,106,65,69,115,84,103.9,61,106.5,66,98.7,47,153
105223,137401,1374,3,1,5,1996,-3,2004,-3,-3,28,101,52,33,105,64,117.0,87,109.3,73,120.9,92,98
105224,137402,1374,3,2,7,1998,-3,2004,-3,-3,19,110,75,19,107,68,117.5,87,108.3,70,120.8,92,72
105643,178604,1786,3,1,5,1992,-3,2004,-3,-3,47,95,38,62,110,75,108.4,70,99.3,47,115.1,84,145
106002,216701,2167,3,2,11,1991,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,108.4,70,120.8,92,90.5,27,154
106675,289202,2892,3,1,8,1997,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,112.7,81,115.1,84,102.9,58,82
106937,320103,3201,3,1,2,1991,-3,2004,-3,-3,60,106,66,78,125,95,94.8,37,99.3,47,90.5,27,159
106963,324802,3248,3,2,5,1991,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,99.3,47,92.1,30,106.9,68,155
108657,495603,4956,3,1,2,1996,-3,2004,-3,-3,21,84,15,27,95,36,88.0,21,85.2,16,92.7,32,98
108727,502302,5023,3,1,11,1992,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,99.3,47,92.1,30,106.9,68,143
109363,569502,5695,3,2,3,1991,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,117.6,88,120.8,92,106.9,68,158
109736,604302,6043,2,2,8,1996,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,91.0,27,113.1,81,63.0,1,95
110099,633804,6338,2,2,4,1993,-3,2004,-3,-3,48,102,55,46,97,41,58.3,0,56.3,0,74.1,4,134
110474,666203,6662,1,1,6,1997,-3,2004,-3,-3,21,101,52,26,107,69,105.7,66,98.7,47,111.6,79,86
110671,688102,6881,2,1,11,1992,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,113.0,81,99.3,47,123.3,94,138
110672,688103,6881,2,2,3,1999,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,101.6,55,90.7,27,108.4,70,62
111090,730402,7304,2,1,3,1990,-3,2004,-3,-3,28,65,1,23,65,1,103.9,61,92.1,30,115.1,84,170
111555,779101,7791,1,2,11,1990,-3,2004,-3,-3,47,89,23,62,103,59,103.0,58,90.0,25,115.1,84,164
112282,841702,8417,2,1,5,1994,-3,2004,-3,-3,53,116,86,77,135,99,113.0,81,113.6,82,106.9,68,120
112791,894003,8940,1,2,11,1996,-3,2004,-3,-3,21,95,36,21,88,21,105.7,66,91.6,30,121.4,92,91
113741,996604,9966,1,1,7,1994,-3,2004,-3,-3,36,92,30,40,97,41,62.9,1,56.3,0,82.3,12,122
113769,998104,9981,1,2,3,1996,-3,2004,-3,-3,40,110,74,41,110,74,66.3,1,66.7,1,73.9,4,99
114159,1037103,10371,1,1,12,1990,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,90.2,25,92.1,30,90.5,27,161
114166,1037401,10374,2,1,5,1993,-3,2004,-3,-3,-3,-3,-3,21,65,1,99.3,47,85.0,16,115.1,84,131
114799,1177702,11777,2,1,6,1995,-3,2004,-3,-3,28,88,22,31,91,27,93.4,32,95.3,37,91.7,30,108
114948,1191502,11915,3,1,7,1992,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,103.0,58,97.9,45,106.9,68,142
114949,1191503,11915,3,1,1,1994,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,107.5,70,112.9,81,98.7,47,124
115179,1217603,12176,1,1,7,1990,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,94.8,37,92.1,30,98.7,47,165
115180,1217604,12176,1,1,8,1996,-3,2004,-3,-3,-3,-3,-3,-3,-3,-3,100.8,53,91.6,30,111.6,79,93
115184,1217704,12177,1,1,1,1990,-3,2004,-3,-3,45,84,14,73,114,82,76.6,6,42.0,0,123.3,94,174
116357,96601,966,3,2,2,1997,-3,2006,-3,-3,-3,-3,-3,43,103,59,81.5,10,80.8,10,84.9,16,110
117036,162502,1625,3,1,7,1998,-3,2006,-3,-3,19,82,11,21,82,11,95.3,37,91.1,27,100.9,53,93
117512,212302,2123,3,1,7,1992,-3,2006,-3,-3,-3,-3,-3,-3,-3,-3,119.3,90,117.7,88,113.9,82,164
118164,281001,2810,3,2,7,1996,-3,2006,-3,-3,-3,-3,-3,-3,-3,-3,101.0,53,97.6,45,103.3,58,115
120242,498902,4989,3,1,9,1997,-3,2006,-3,-3,-3,-3,-3,-3,-3,-3,125.7,96,119.4,90,122.9,94,103
120347,509803,5098,3,1,8,1992,-3,2006,-3,-3,-3,-3,-3,-3,-3,-3,53.2,0,66.6,1,51.7,0,163
122899,752502,7525,2,2,5,1998,-3,2006,-3,-3,40,114,82,37,110,75,86.9,19,97.4,42,73.2,4,95
123155,782802,7828,1,1,8,1993,-3,2006,-3,-3,-3,-3,-3,-3,-3,-3,79.6,9,73.9,4,90.5,27,156
123565,819805,8198,1,2,11,1992,-3,2006,-3,-3,-3,-3,-3,-3,-3,-3,66.4,1,37.4,0,106.1,66,164
127860,90004,900,3,1,12,1997,-3,2008,-3,-3,19,65,1,33,86,17,108.0,70,95.9,39,115.8,86,122
128129,118403,1184,3,1,3,1999,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,113.6,82,113.9,82,111.3,77,111
128586,162501,1625,3,2,3,1996,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,99.2,47,95.9,39,101.3,53,146
128587,162502,1625,3,1,7,1998,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,93.5,32,89.9,25,95.8,39,118
130675,379103,3791,3,1,8,1995,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,108.0,70,119.5,91,94.1,34,152
131437,463104,4631,3,2,4,2001,-3,2008,-3,-3,24,103,58,29,108,70,118.5,90,111.6,79,119.8,91,81
132773,597603,5976,2,1,10,2002,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,62.6,1,67.5,2,66.5,1,66
132817,602701,6027,2,2,11,2002,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,92.3,30,95.1,37,90.9,27,65
133787,691501,6915,1,1,11,2000,-3,2008,-3,-3,27,99,47,26,96,39,99.4,47,89.4,23,112.0,79,98
134995,807802,8078,2,2,7,1996,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,121.1,92,119.5,91,115.8,86,146
135930,896502,8965,1,1,5,1994,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,98.3,45,72.3,3,123.1,94,176
137211,1031203,10312,1,2,4,2001,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,66.9,1,69.1,2,76.4,5,82
137899,1177402,11774,3,1,6,1995,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,66.3,1,59.7,0,79.6,9,155
138289,1217707,12177,1,1,9,1995,-3,2008,-3,-3,-3,-3,-3,-3,-3,-3,59.7,0,72.3,3,57.9,0,156
139411,90004,900,3,1,12,1997,-3,2010,-3,-3,19,65,1,34,77,6,93.1,32,89.4,23,98.4,45,145
139680,118403,1184,3,1,3,1999,-3,2010,-3,-3,-3,-3,-3,-3,-3,-3,120.2,91,119.2,90,115.0,84,133
141741,337105,3371,2,1,10,1996,-3,2010,-3,-3,-3,-3,-3,-3,-3,-3,63.7,1,74.6,5,61.0,0,159
143338,498103,4981,1,2,6,1999,-3,2010,-3,-3,48,102,55,48,99,47,111.1,77,111.8,79,106.7,68,127
144324,597603,5976,2,1,10,2002,-3,2010,-3,-3,-3,-3,-3,-3,-3,-3,78.4,7,88.1,21,75.3,5,91
144962,651501,6515,2,1,3,1996,-3,2010,-3,-3,-3,-3,-3,-3,-3,-3,93.1,32,89.4,23,98.4,45,171
146001,752502,7525,2,2,5,1998,-3,2010,-3,-3,45,91,28,39,82,12,84.0,14,89.4,23,81.8,12,140
146732,826904,8269,1,2,7,1996,-3,2010,-3,-3,29,69,2,47,88,21,57.0,0,44.8,0,81.8,12,166
146733,826905,8269,1,1,11,1998,-3,2010,-3,-3,44,93,32,44,91,28,57.0,0,67.1,1,56.9,0,138
147810,931203,9312,1,2,11,2000,-3,2010,-3,-3,-3,-3,-3,-3,-3,-3,78.4,7,70.7,3,92.9,32,110
151155,111703,1117,1,1,12,2000,-3,2012,-3,-3,51,102,54,69,117,87,116.9,87,119.0,90,107.1,68,140
155875,597603,5976,2,1,10,2002,-3,2012,-3,-3,-3,-3,-3,-3,-3,-3,48.9,0,76.6,6,32.1,0,121
156889,691501,6915,1,1,11,2000,-3,2012,-3,-3,-3,-3,-3,-3,-3,-3,89.7,25,97.8,45,82.1,12,152
158578,851103,8511,2,2,7,1998,-3,2012,-3,-3,-3,-3,-3,-3,-3,-3,102.4,55,88.6,23,115.5,84,180
165649,415303,4153,3,1,6,2004,-3,2014,-3,-3,-3,-3,-3,63,118,88,91.2,27,89.3,23,90.2,25,125
171156,957603,9576,1,2,5,2003,-3,2014,-3,-3,-3,-3,-3,-3,-3,-3,120.0,91,118.7,90,113.6,82,140
